loan_amount,value_per_installment,value_future,payment_term,capitalized_interest,months,installment_percent,loan_purpose_radio_tv,loan_purpose_car_used,installment_plans_none,loan_purpose_furniture,loan_purpose_appliances,allow
250.0,125.0,265.0,540.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
250.0,83.33333333333333,271.0,589.0,21.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
1005.0,502.5,1077.3600000000001,570.0,72.36,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
3097.0,1032.3333333333333,3542.9680000000003,360.0,445.968,12.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
7654.0,1913.5,7929.544,840.0,275.544,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
5087.0,1271.75,5453.264,930.0,366.264,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
2231.0,743.6666666666666,2311.3160000000003,837.0,80.316,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
5640.0,1410.0,6046.08,570.0,406.08000000000004,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
7061.0,1412.2,7908.320000000001,1050.0,847.3199999999999,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
250.0,250.0,277.0,279.0,27.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
250.0,250.0,268.0,180.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
292.0,146.0,323.536,279.0,31.536,9.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
3605.0,1201.6666666666667,4080.8600000000006,341.0,475.85999999999996,11.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
446.0,148.66666666666666,472.76000000000005,527.0,26.76,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
2517.0,1258.5,2637.8160000000003,120.0,120.816,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
6110.0,1527.5,6329.96,1209.0,219.96000000000004,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
3237.0,1079.0,3625.4400000000005,310.0,388.44,10.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
2605.0,868.3333333333334,2698.78,840.0,93.78,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
4075.0,1358.3333333333333,4123.9,775.0,48.9,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
6438.0,2146.0,6438.0,744.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
3413.0,853.25,3699.6920000000005,600.0,286.692,7.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
5592.0,1398.0,5860.416,868.0,268.416,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
2876.0,2876.0,3152.0960000000005,240.0,276.096,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,83.33333333333333,277.0,660.0,27.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
2228.0,742.6666666666666,2254.736,775.0,26.736,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,83.33333333333333,283.00000000000006,341.0,33.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
3396.0,849.0,3762.7680000000005,651.0,366.76800000000003,9.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
3227.0,1075.6666666666667,3227.0,750.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
6971.0,2323.6666666666665,7054.652,1147.0,83.652,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,83.33333333333333,271.0,600.0,21.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
1029.0,1029.0,1078.392,124.0,49.392,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
418.0,418.0,458.12800000000004,240.0,40.128,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3529.0,1764.5,3656.0440000000003,480.0,127.044,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2677.0,892.3333333333334,2805.496,124.0,128.496,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
2875.0,958.3333333333334,2978.5,840.0,103.5,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1043.0,347.6666666666667,1068.032,450.0,25.032,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
250.0,250.0,268.0,180.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,125.0,286.00000000000006,360.0,36.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
5187.0,1296.75,5373.732,480.0,186.732,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
5720.0,1906.6666666666667,6337.76,1020.0,617.76,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
3008.0,1504.0,3116.288,480.0,108.28800000000001,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
1369.0,456.3333333333333,1385.428,420.0,16.428,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
3841.0,1280.3333333333333,4301.92,682.0,460.91999999999996,10.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
9918.0,1653.0,10513.08,1984.0,595.08,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
3738.0,1246.0,3962.28,900.0,224.28,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
4426.0,2213.0,4691.56,155.0,265.56,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
5865.0,1173.0,6498.420000000001,1023.0,633.42,9.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0
250.0,125.0,250.0,390.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1165.0,582.5,1248.88,930.0,83.88,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2407.0,802.3333333333334,2522.536,124.0,115.536,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
4059.0,1014.75,4594.7880000000005,720.0,535.788,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
1832.0,610.6666666666666,2007.872,248.0,175.872,8.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
5158.0,1031.6,5653.168000000001,992.0,495.168,8.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0
576.0,192.0,631.296,620.0,55.296,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
540.0,180.0,578.88,930.0,38.88,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
8499.0,1699.8,9314.904,990.0,815.904,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
3709.0,927.25,3976.0480000000002,1302.0,267.048,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
250.0,83.33333333333333,271.0,210.0,21.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
1576.0,525.3333333333334,1746.208,651.0,170.208,9.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
6483.0,1620.75,6638.592000000001,1170.0,155.592,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
474.0,237.0,485.37600000000003,434.0,11.376,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
5321.0,1330.25,5767.964000000001,961.0,446.96400000000006,7.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
7691.0,1538.2,7967.876,1209.0,276.876,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0
4411.0,1102.75,4411.0,750.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
7559.0,1511.8,8466.08,682.0,907.0799999999999,10.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
3402.0,850.5,3606.1200000000003,900.0,204.12,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
6133.0,1533.25,6133.0,1110.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
2788.0,1394.0,3122.5600000000004,682.0,334.56000000000006,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3243.0,1081.0,3281.916,780.0,38.916000000000004,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
1088.0,272.0,1114.112,450.0,26.112000000000002,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
6326.0,1265.2,6401.912,1147.0,75.912,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,125.0,271.0,217.0,21.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
7928.0,1982.0,7928.0,1110.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
9470.0,1894.0,9924.560000000001,1581.0,454.56,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
1471.0,490.3333333333333,1523.9560000000001,837.0,52.956,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
5533.0,1383.25,5732.188,837.0,199.188,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
1960.0,490.0,2077.6,900.0,117.6,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
4817.0,963.4,4990.412,1200.0,173.412,3.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0
4570.0,1523.3333333333333,4899.04,930.0,329.04,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
4035.0,1345.0,4228.68,120.0,193.68,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
6165.0,1233.0,6460.92,870.0,295.92,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
3378.0,844.5,3742.8240000000005,660.0,364.824,9.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
250.0,83.33333333333333,268.0,186.0,18.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
858.0,858.0,899.1840000000001,120.0,41.184,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,250.0,256.0,434.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3543.0,1771.5,3713.0640000000003,120.0,170.064,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2340.0,585.0,2508.48,930.0,168.48000000000002,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
5740.0,1435.0,5808.88,780.0,68.88,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
1689.0,563.0,1911.948,713.0,222.948,11.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
3044.0,1014.6666666666666,3299.6960000000004,589.0,255.696,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
7757.0,1939.25,8129.336,1240.0,372.336,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
3340.0,1113.3333333333333,3700.7200000000003,651.0,360.71999999999997,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
6237.0,1559.25,6611.22,1271.0,374.22,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
6453.0,1613.25,6530.436,775.0,77.436,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
4998.0,1666.0,5057.976,775.0,59.976,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
3139.0,1569.5,3214.3360000000002,810.0,75.336,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1637.0,545.6666666666666,1794.152,248.0,157.15200000000002,8.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
5494.0,1831.3333333333333,5625.856,1178.0,131.856,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
3399.0,849.75,3806.8800000000006,1054.0,407.88000000000005,10.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
691.0,230.33333333333334,732.46,527.0,41.46,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
7443.0,1860.75,7710.948,1550.0,267.948,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
4504.0,1126.0,4720.192,870.0,216.192,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
250.0,250.0,268.0,570.0,18.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
5515.0,1838.3333333333333,5515.0,750.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
7095.0,1773.75,8031.540000000001,713.0,936.54,11.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
5152.0,1288.0,5708.416,1023.0,556.4159999999999,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
9282.0,2320.5,9727.536,1240.0,445.536,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2671.0,667.75,2831.26,540.0,160.26,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
4689.0,1563.0,5082.876,960.0,393.876,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,250.0,262.0,120.0,12.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
4994.0,1248.5,5533.352000000001,1020.0,539.3520000000001,9.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
250.0,125.0,271.0,589.0,21.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
259.0,86.33333333333333,293.18800000000005,330.0,34.188,11.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
8222.0,1644.4,8912.648000000001,1333.0,690.648,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
1133.0,1133.0,1133.0,390.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2266.0,755.3333333333334,2320.384,810.0,54.384,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
6780.0,1695.0,6861.36,775.0,81.36,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
2161.0,2161.0,2368.456,240.0,207.45600000000002,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2121.0,1060.5,2222.808,120.0,101.808,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
481.0,240.5,532.9480000000001,279.0,51.948,9.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
4704.0,1176.0,5042.688,1290.0,338.688,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
1905.0,476.25,2087.88,992.0,182.88,8.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
4412.0,1470.6666666666667,4676.72,900.0,264.72,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
402.0,201.0,430.944,570.0,28.944,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
6000.0,2000.0,6360.0,899.0,360.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
6225.0,2075.0,6225.0,750.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
7860.0,1572.0,8708.880000000001,1023.0,848.8800000000001,9.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0
250.0,62.5,283.00000000000006,713.0,33.0,11.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
3562.0,1187.3333333333333,3732.976,120.0,170.976,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
3897.0,974.25,4411.404,1080.0,514.404,11.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
1843.0,921.5,1909.348,465.0,66.348,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2244.0,1122.0,2297.856,434.0,53.856,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
4302.0,1434.0,4766.616,270.0,464.61600000000004,9.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
2133.0,1066.5,2388.96,310.0,255.96,10.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
4175.0,1043.75,4375.400000000001,868.0,200.4,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
2122.0,1061.0,2198.3920000000003,480.0,76.39200000000001,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
7394.0,1848.5,7837.64,899.0,443.64000000000004,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
3724.0,1862.0,4215.568,330.0,491.56800000000004,11.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2620.0,655.0,2902.96,270.0,282.96000000000004,9.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
6411.0,2137.0,6411.0,372.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
2212.0,553.0,2371.264,570.0,159.264,6.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
4448.0,2224.0,4875.008000000001,240.0,427.008,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,125.0,274.0,248.0,24.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
930.0,310.0,1030.44,660.0,100.44,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
2049.0,683.0,2270.2920000000004,651.0,221.292,9.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
1468.0,1468.0,1591.3120000000001,217.0,123.312,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
250.0,125.0,283.00000000000006,341.0,33.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1976.0,494.0,2213.1200000000003,690.0,237.12,10.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
250.0,250.0,271.0,589.0,21.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4211.0,1403.6666666666667,4413.128000000001,496.0,202.12800000000001,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
1038.0,346.0,1087.824,868.0,49.824,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
375.0,375.0,397.5,527.0,22.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4561.0,1140.25,4834.66,540.0,273.65999999999997,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
6523.0,1630.75,7227.484,1020.0,704.4839999999999,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
2254.0,563.5,2470.384,240.0,216.38400000000001,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
900.0,450.0,964.8000000000001,558.0,64.80000000000001,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2112.0,704.0,2188.032,480.0,76.03200000000001,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
3681.0,1227.0,3857.688,496.0,176.68800000000002,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
250.0,125.0,253.0,403.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
2219.0,739.6666666666666,2458.652,651.0,239.652,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
6132.0,1533.0,6794.256,1023.0,662.2560000000001,9.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
6722.0,1344.4,6802.664,1147.0,80.664,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
593.0,197.66666666666666,607.232,450.0,14.232000000000001,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
11347.0,2836.75,11891.656,1240.0,544.6560000000001,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
1333.0,666.5,1333.0,390.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
4409.0,2204.5,4461.908,403.0,52.908,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
1368.0,684.0,1532.16,310.0,164.16,10.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
6370.0,1592.5,7134.400000000001,1050.0,764.4,10.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
5145.0,1715.0,5330.22,840.0,185.22,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
4031.0,1007.75,4224.488,496.0,193.488,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
3810.0,952.5,3992.88,870.0,182.88,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
3481.0,1740.5,3606.3160000000003,465.0,125.316,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
2549.0,849.6666666666666,2701.94,527.0,152.94,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,125.0,259.0,480.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
250.0,83.33333333333333,283.00000000000006,330.0,33.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
5105.0,1276.25,5288.78,840.0,183.78,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
1828.0,609.3333333333334,2069.2960000000003,720.0,241.296,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
7200.0,2400.0,7286.4,403.0,86.4,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
6555.0,1311.0,6790.9800000000005,1209.0,235.98,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
2064.0,1032.0,2163.072,120.0,99.072,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1827.0,609.0,1827.0,372.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
3619.0,1206.3333333333333,4053.28,300.0,434.28000000000003,10.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
2065.0,688.3333333333334,2164.12,510.0,99.12,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
250.0,83.33333333333333,259.0,465.0,9.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
9635.0,2408.75,10213.1,899.0,578.1,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
2470.0,823.3333333333334,2588.56,868.0,118.56,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
4264.0,2132.0,4673.344,620.0,409.344,8.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
4275.0,1425.0,4480.2,510.0,205.20000000000002,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,250.0,256.0,810.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1432.0,1432.0,1569.4720000000002,240.0,137.472,8.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
6124.0,1224.8,6417.952,1230.0,293.952,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
4136.0,1378.6666666666667,4136.0,750.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
3604.0,1201.3333333333333,4079.7280000000005,720.0,475.72799999999995,11.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
3863.0,965.75,4233.848,630.0,370.848,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
432.0,432.0,452.736,120.0,20.736,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5035.0,1678.3333333333333,5095.42,1147.0,60.42,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
2947.0,982.3333333333334,3017.728,810.0,70.728,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
7636.0,1909.0,7819.264,810.0,183.264,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
2506.0,2506.0,2836.7920000000004,330.0,330.792,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3231.0,1615.5,3386.088,496.0,155.088,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
3608.0,1202.6666666666667,3651.296,420.0,43.296,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2084.0,2084.0,2309.072,270.0,225.072,9.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
777.0,388.5,832.9440000000001,186.0,55.944,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
6989.0,1747.25,7324.472000000001,1240.0,335.472,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
6220.0,1244.0,6593.200000000001,900.0,373.2,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
6385.0,1277.0,7227.820000000001,1085.0,842.82,11.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0
7120.0,1780.0,7547.200000000001,899.0,427.2,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
250.0,250.0,271.0,600.0,21.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6432.0,1286.4,6972.2880000000005,1320.0,540.288,7.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0
5536.0,1845.3333333333333,5868.16,899.0,332.16,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
4628.0,1157.0,5238.896000000001,720.0,610.896,11.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
4323.0,1080.75,4893.636,713.0,570.636,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
5287.0,1321.75,5477.332,837.0,190.332,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
977.0,977.0,1082.516,270.0,105.516,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3605.0,901.25,3734.78,837.0,129.78,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
5378.0,1792.6666666666667,5894.2880000000005,992.0,516.288,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
2349.0,1174.5,2349.0,744.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
2953.0,1476.5,3059.308,465.0,106.30799999999999,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1996.0,665.3333333333334,2043.904,806.0,47.904,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
9443.0,1888.6,10576.160000000002,1050.0,1133.16,10.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
2005.0,668.3333333333334,2245.6000000000004,310.0,240.60000000000002,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
4787.0,957.4,5131.664000000001,930.0,344.664,6.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
250.0,125.0,259.0,480.0,9.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
4376.0,1458.6666666666667,4743.584000000001,600.0,367.584,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
250.0,83.33333333333333,268.0,180.0,18.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
1531.0,510.3333333333333,1659.604,589.0,128.60399999999998,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5056.0,1685.3333333333333,5662.72,300.0,606.72,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
3424.0,1712.0,3711.6160000000004,600.0,287.616,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
1904.0,952.0,2041.0880000000002,570.0,137.088,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
360.0,180.0,411.84000000000003,360.0,51.84,12.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
6052.0,1513.0,6124.624,1140.0,72.624,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
250.0,83.33333333333333,265.0,150.0,15.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
2324.0,774.6666666666666,2407.664,480.0,83.664,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,83.33333333333333,280.0,310.0,30.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
1588.0,529.3333333333334,1778.5600000000002,682.0,190.56,10.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
8306.0,2076.5,9203.048,1380.0,897.048,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2305.0,1152.5,2498.6200000000003,600.0,193.62,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
5426.0,1808.6666666666667,6012.008000000001,279.0,586.0079999999999,9.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
2872.0,957.3333333333334,3251.1040000000003,341.0,379.104,11.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
8340.0,2085.0,8640.24,1560.0,300.24,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
1610.0,536.6666666666666,1706.6000000000001,540.0,96.6,5.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
5146.0,1286.5,5454.76,900.0,308.76,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
